text,intent,lang
¿Cómo puedo confiar en tu servicio?,general_query,es
¿Cómo puede esperar el programa de entrega?,general_query,es
me mostrar facturas de hace 10 compras,general_query,es
¿Podrías hacerme un informe de pago?,general_query,es
¿Qué opciones de verificación de entrega están disponibles para,general_query,es
¿Podrías mostrar tu dinero de política de vuelta,general_query,es
un saber cómo puede hacer con el informe de pagos,general_query,es
¿Puede explicar el proceso?,general_query,es
¿Cuál es la mejor manera de alcanzarte?,general_query,es
tener que publicar el informe de pago,general_query,es
"Soy nuevo aquí, ¿de qué se trata esto?",general_query,es
¿Hay tiempo de inactividad?,general_query,es
no sabe lo que su suscripción de boletín de noticias,general_query,es
¿Cómo comprobar su dinero de la política de vuelta,general_query,es
ayuda a querer problemas de pago,general_query,es
orden el es qué entrega para el período de este,general_query,es
ayuda a mi es usted mi cheque de entrega cuando va a llegar,general_query,es
ayuda necesidad problema arriba registro,general_query,es
puede qué cheque en los casos pedir reembolso,general_query,es
a puede lo que en los casos piden ser reembolsado,general_query,es
las opciones de verificación de entrega para llamar,general_query,es
tener a qué opciones de cheque de entrega estoy llamando,general_query,es
cómo mi es comprobar cuando el artículo va a llegar,general_query,es
¿Qué hacer si estoy confundido?,general_query,es
saber cómo puede donar qué opciones de cheque de entrega ofrecen,general_query,es
¿Puedo ver su dirección?,general_query,es
me puede ayudar a qué cheque en los casos pide ser reembolsado,general_query,es
ayuda a la que me puede echar un vistazo rápido a las facturas de mayo,general_query,es
los métodos de pago disponibles,general_query,es
sobre saber querer períodos de entrega,general_query,es
puede qué opciones de cheque de entrega elegir,general_query,es
ayuda a necesitar el pago de emisión resolver,general_query,es
para probar el boletín de noticias,general_query,es
ayuda puede qué cheque en los casos pide reembolso,general_query,es
¿Dónde está la sección de contacto?,general_query,es
¿Cuál es tu política de retorno?,general_query,es
podría publicar el registro de los informes,general_query,es
¿Qué idiomas soportas?,general_query,es
¿Hay alguien disponible para charlar?,general_query,es
¿me puedes qué show de entrega elegir,general_query,es
ayudar a cómo podría usted el cheque de entrega largo toma,general_query,es
¿Hay algún plan de membresía?,general_query,es
para poder qué cheque en los casos pide ser reembolsado,general_query,es
¿Hay alguien con quien pueda hablar?,general_query,es
¿Cuál es tu misión?,general_query,es
¿Ofrece consultas gratis?,general_query,es
saber cómo puede donar informe de pago,general_query,es
¿Hay ayuda técnica disponible?,general_query,es
¿Usted sirve negocios pequeños?,general_query,es
ayuda a cancelar la suscripción de la compañía newsletter,general_query,es
¿Puedo integrarme con tu plataforma?,general_query,es
¿Esto es libre de usar?,general_query,es
¿Mi información es segura aquí?,general_query,es
¿Tienes chat en vivo?,general_query,es
la forma de probar el cheque de entrega largo es necesario,general_query,es
usted me qué show va a pagar métodos aceptar,general_query,es
cómo comprobar las facturas de hace meses 11,general_query,es
¿Qué clase de usuarios soportas?,general_query,es
la cancelación de su suscripción de la compañía de newsletter,general_query,es
¿Ofreces actualizaciones?,general_query,es
han hecho dónde las opciones de cheque de entrega para,general_query,es
ayuda a la necesidad de la firma de la compañía de newsletter,general_query,es
¿Cómo puedo conseguir ayuda?,general_query,es
¿Puedo preguntar algo?,general_query,es
¿Qué dicen tus críticas?,general_query,es
sobre cómo obtener opciones de entrega de información para,general_query,es
¿Puedo ver preguntas comunes?,general_query,es
¿Puedo presentarme?,general_query,es
¿Puedo solicitar una llamada?,general_query,es
¿Cuáles son las características de su servicio?,general_query,es
¿Cómo puedo estar informado?,general_query,es
¿Cómo reajusto mi cuenta?,general_query,es
para poder suscribir el boletín hte,general_query,es
¿Puedo enviar un billete?,general_query,es
ayuda a mi cheque de necesidad cuando el artículo llegue,general_query,es
ayuda a mi es necesario comprobar cuando el artículo va a llegar,general_query,es
solución de pagos,general_query,es
con pagos de emisión,general_query,es
¿Puedo cancelar el soporte en cualquier momento?,general_query,es
el querer asistencia encontrar facturas de junio,general_query,es
hacer para necesitar problemas lo que hasta el informe de registro,general_query,es
me puede ayudar con problemas de pago resolver,general_query,es
¿Dónde podría qué opciones de cheque de entrega,general_query,es
puede publicar el registro del informe,general_query,es
¿Apoya la asistencia al cliente?,general_query,es
última factura comprobada del mes,general_query,es
tener que ayudar las opciones de verificación de la entrega,general_query,es
¿Estás activo en las redes sociales?,general_query,es
¿Podrías hacer que te registre?,general_query,es
¿Cuál es tu propósito principal?,general_query,es
¿Cuán segura es tu plataforma?,general_query,es
¿Hay testimonios de clientes?,general_query,es
¿Cuánto tiempo ayuda normalmente tarda?,general_query,es
¿Para qué se utiliza este sitio?,general_query,es
a donde podría mi es comprobar cuando el artículo llega,general_query,es
sabe cómo puede donar dinero de su política de vuelta,general_query,es
¿Hay soporte de correo electrónico?,general_query,es
ayuda a querer mi rápido vistazo a las facturas tomando,general_query,es
han hecho lo que comprobar su política de reembolso,general_query,es
¿Qué clase de gente usa tu servicio?,general_query,es
me puede ayudar qué opciones de cheque de entrega para,general_query,es
¿Dónde empiezo?,general_query,es
¿Ofreces guías de usuario?,general_query,es
sobre el período de entrega necesario de la información,general_query,es
¿Puedo contactar con usted por teléfono?,general_query,es
¿Qué métodos de pago aceptados son malditos,general_query,es
¿Dónde encuentro temas de ayuda?,general_query,es
ayuda para saber qué cheque en los casos pide ser reembolsado,general_query,es
para ayudar a qué cheque en los casos pide ser reembolsado,general_query,es
¿Qué haces?,general_query,es
Tengo que ir a buscar el boletín de noticias,general_query,es
acerca de dónde puede la información encontrar el período de entrega,general_query,es
ayudar a encontrar facturas de octubre,general_query,es
ayuda qué métodos de pago de verificación están disponibles,general_query,es
el hallazgo no puede facturas de septiembre,general_query,es
saber cómo puede de su boletín de noticias unsubscribe donot,general_query,es
saber cómo puede mi cheque cuando llegue el artículo,general_query,es
¿Hay apoyo disponible en Hindi?,general_query,es
¿Ofreces ayuda personalizada?,general_query,es
los problemas están allí sxignup,general_query,es
tener que desear qué opciones de cheque de entrega,general_query,es
a es posible qué opciones de pago aceptadas son,general_query,es
Ayúdame a no poder firmar problemas,general_query,es
¿Están disponibles sus servicios los fines de semana?,general_query,es
¿Puedo programar una consulta?,general_query,es
cancelar ayuda a su suscripción a la compañía de newsletter,general_query,es
ayuda a qué métodos de pago están disponibles,general_query,es
¿Dónde está ubicada su empresa?,general_query,es
para querer problemas de asistencia de pago resolver,general_query,es
¿Qué tipo de ayuda ofrece?,general_query,es
¿Cuál es el objetivo de este sitio web?,general_query,es
tengo que encontrar facturas,general_query,es
¿Cómo funciona todo aquí?,general_query,es
¿Dónde puedo obtener actualizaciones?,general_query,es
tiene que querer qué opciones de cheque de entrega para,general_query,es
tener problemas registrados,general_query,es
¿Dónde puedo revisar tu política?,general_query,es
me ayuda con problemas pagos resolver,general_query,es
me puede ayudar su boletín de noticias corporativo,general_query,es
sobre la información necesita opciones de entrega,general_query,es
¿Puedes mostrarme cómo usar la aplicación?,general_query,es
ayudame a publicar informes de registro,general_query,es
ayuda para que pueda comprobar su política de reembolso,general_query,es
me dice métodos de pago su permiso,general_query,es
el no sabe cómo comprobar las opciones de pago,general_query,es
¿Entregas en mi ubicación?,general_query,es
saber cómo puede don publicar el informe de pago,general_query,es
¿Qué tan rápido respondes?,general_query,es
ayudame a encontrar factura,general_query,es
¿Necesito descargar algo?,general_query,es
me uhelp del informe de error de registro,general_query,es
¿Cómo hago una orden?,general_query,es
¿Cuáles son los términos y condiciones?,general_query,es
no sé cómo mi es comprobar cuando el artículo va a llegar,general_query,es
¿Apoya solicitudes de correo electrónico?,general_query,es
sobre dónde puede obtener los períodos de entrega de información,general_query,es
para ayudar a comprobar su dinero de la política,general_query,es
acerca de la información encontrar el procesamiento de entrega am períodos,general_query,es
el cómo a donde el cheque de entrega tarda,general_query,es
la necesidad de echar un vistazo rápido a la factura desde hace meses,general_query,es
puede usted lo que mostrar en los casos pedir reembolsos,general_query,es
¿Con qué dispositivos es compatible?,general_query,es
cómo encontrar facturas de octubre,general_query,es
cómo puedo mostrar el tema pronto esperar,general_query,es
necesidad de asistencia ver opciones de pago aceptadas,general_query,es
¿Puedo hablar con un verdadero humano?,general_query,es
¿Dónde están tus horas de apoyo?,general_query,es
informes de registro de cuestiones de asistencia,general_query,es
¿Qué debo hacer primero?,general_query,es
¿Proporciona seguimiento en tiempo real?,general_query,es
asistencia necesita errores arriba de señalización,general_query,es
ayúdame con problemas informe de pago,general_query,es
me puede ayudar con problemas de pago resolver,general_query,es
¿Puedo confiar en tu plataforma?,general_query,es
¿Envias boletines de correo electrónico?,general_query,es
Dame información básica.,general_query,es
¿Qué opciones de ayuda hay?,general_query,es
¿Qué manejan tus redes sociales?,general_query,es
¿Puedo hablar con un experto?,general_query,es
¿Cómo puedo crear una cuenta?,general_query,es
ayuda a las cuestiones de pago resolver,general_query,es
acerca de la información desearía períodos de entrega,general_query,es
ayuda a necesitar qué métodos de pago se permiten,general_query,es
con el registro de los informes,general_query,es
una ayuda para mí con el informe de pagos,general_query,es
¿Dónde puedo reportar un problema?,general_query,es
¿Puede explicar sus características?,general_query,es
las opciones de comprobación de la entrega,general_query,es
desear ayuda cheque métodos de pago su permitido,general_query,es
el saber durar Don encontrar facturas de mes,general_query,es
no sabe cómo comprobar los métodos de pago su permitido,general_query,es
me puede ayudar lo que cheque en los casos pide ser reembolsado,general_query,es
para tratar cuestiones de pago am report,general_query,es
me puede ayudar qué métodos de pago están disponibles,general_query,es
¿Cuáles son los servicios básicos?,general_query,es
¿Puede usted qué espectáculo en los casos pedir reembolsos,general_query,es
¿Tienes un blog o recursos?,general_query,es
donde se pueden ver los métodos de pago disponibles,general_query,es
¿Puedo usar esto sin registrarse?,general_query,es
Quiero saber sobre tu compañía.,general_query,es
¿Puedes ayudarme a entender tus servicios?,general_query,es
lo que sabe hacer necesita lo que factura,general_query,es
¿Qué tipo de ayuda está disponible?,general_query,es
puede mi cheque en los casos pedir dinero,general_query,es
¿Puedo acceder a esto desde el móvil?,general_query,es
ayuda para que pueda querer que su boletín de noticias unsubscribe,general_query,es
¿Cómo envío sugerencias?,general_query,es
¿Has registrado todos los chats de soporte?,general_query,es
la forma en que mi programa de entrega durará mucho,general_query,es
¿Qué te hace diferente?,general_query,es
¿Tienes herramientas de autoayuda?,general_query,es
¿Cómo proteges mi privacidad?,general_query,es
Cuéntame más sobre tu plataforma.,general_query,es
puede comprobar los métodos de pago permitidos,general_query,es
¿Puedo hablar a través de WhatsApp?,general_query,es
me ayudarán qué métodos de pago se permiten,general_query,es
el estado de suscripción de la compañía de newsletter,general_query,es
cuestiones relativas a la solución de pagos,general_query,es
¿Los problemas del cliente son privados?,general_query,es
con los pagos,general_query,es
the to try newsletter unsubscribe corporate,general_query,es
para saber qué probar el cheque en los casos pedir reembolsos,general_query,es
saber cómo puede comprobar los métodos de pago su permitido,general_query,es
¿Qué información recopila?,general_query,es
la asistencia necesita un signo,general_query,es
Quiero entender cómo funciona esto.,general_query,es
factura comprobada de enero,general_query,es
¿Puedo hablar con un representante?,general_query,es
sobre el saber querer períodos de entrega,general_query,es
¿Puedo recibir atención al cliente?,general_query,es
una ayuda para usted con el informe de pago de emisión,general_query,es
¿Es agradable para principiantes?,general_query,es
¿Puedo hacer preguntas anónimamente?,general_query,es
¿Puedo hablar con alguien por apoyo?,general_query,es
¿Puedo dar comentarios?,general_query,es
la forma de ayudar el cheque de entrega pronto espera,general_query,es
ayuda a cómo puede necesitar el artículo de verificación pronto espera,general_query,es
sobre el período de entrega de información,general_query,es
Cancela ahora,cancel_order,es
Quiero cancelar esto.,cancel_order,es
No lo entregues.,cancel_order,es
Quiero cancelar esto.,cancel_order,es
"Por favor, cancele mi artículo",cancel_order,es
Cancela mi orden,cancel_order,es
Quiero cancelar esto.,cancel_order,es
Para la orden,cancel_order,es
"Cometí un error, cancelé",cancel_order,es
Cancela ahora,cancel_order,es
Para la orden,cancel_order,es
Para la orden,cancel_order,es
Cancela ahora,cancel_order,es
Cancelar ese producto,cancel_order,es
"Por favor, cancele mi artículo",cancel_order,es
"Cometí un error, cancelé",cancel_order,es
Cancelar ese producto,cancel_order,es
Cancelar ese producto,cancel_order,es
No lo entregues.,cancel_order,es
No lo entregues.,cancel_order,es
Quiero cancelar esto.,cancel_order,es
Quiero cancelar esto.,cancel_order,es
Aborta la compra,cancel_order,es
Cambié de opinión,cancel_order,es
Cancela ahora,cancel_order,es
"Cometí un error, cancelé",cancel_order,es
"Cometí un error, cancelé",cancel_order,es
Quiero cancelar esto.,cancel_order,es
Cancela ahora,cancel_order,es
Cancela mi orden,cancel_order,es
Cambié de opinión,cancel_order,es
"Por favor, cancele mi artículo",cancel_order,es
"Por favor, cancele mi artículo",cancel_order,es
Quiero cancelar esto.,cancel_order,es
Aborta la compra,cancel_order,es
Cambié de opinión,cancel_order,es
No lo entregues.,cancel_order,es
"Por favor, cancele mi artículo",cancel_order,es
"Cometí un error, cancelé",cancel_order,es
Quiero cancelar esto.,cancel_order,es
Cambié de opinión,cancel_order,es
Cancelar ese producto,cancel_order,es
Para la orden,cancel_order,es
Cambié de opinión,cancel_order,es
Para la orden,cancel_order,es
Quiero cancelar esto.,cancel_order,es
Cancela ahora,cancel_order,es
Quiero cancelar esto.,cancel_order,es
Para la orden,cancel_order,es
Quiero cancelar esto.,cancel_order,es
कृपयюще ऑर र,cancel_order,es
मेरюще ऑर र,cancel_order,es
ऑर,cancel_order,es
इのें Гненнных,cancel_order,es
मैноденыे रноночноногичны ненноенны,cancel_order,es
उस,cancel_order,es
मेरюще ऑर र,cancel_order,es
मुझे,cancel_order,es
ऑर,cancel_order,es
इのें Гненнных,cancel_order,es
उस,cancel_order,es
इのें Гненнных,cancel_order,es
मैноденыे रноночноногичны ненноенны,cancel_order,es
मुझे ऑरно् ненной нечногиные,cancel_order,es
मुझे,cancel_order,es
कृपयюще ऑर र,cancel_order,es
ऑर,cancel_order,es
मुझे ऑरно् ненной нечногиные,cancel_order,es
उस,cancel_order,es
उस,cancel_order,es
ऑर,cancel_order,es
कृपयюще ऑर र,cancel_order,es
कृपयюще ऑर र,cancel_order,es
मैноденыे रноночноногичны ненноенны,cancel_order,es
ऑर,cancel_order,es
ड,cancel_order,es
उस,cancel_order,es
मैноденыे रноночноногичны ненноенны,cancel_order,es
मेरюще ऑर र,cancel_order,es
इのें Гненнных,cancel_order,es
इのें Гненнных,cancel_order,es
मेरюще ऑर र,cancel_order,es
कृपयюще ऑर र,cancel_order,es
इのें Гненнных,cancel_order,es
उस,cancel_order,es
कृपयюще ऑर र,cancel_order,es
मेरюще ऑर र,cancel_order,es
मेरюще ऑर र,cancel_order,es
ऑर,cancel_order,es
मेरюще ऑर र,cancel_order,es
ऑर,cancel_order,es
उस,cancel_order,es
मुझे ऑरно् ненной нечногиные,cancel_order,es
ऑर,cancel_order,es
मेरюще ऑर र,cancel_order,es
कृपयюще ऑर र,cancel_order,es
कृपयюще ऑर र,cancel_order,es
ऑर,cancel_order,es
मेरюще ऑर र,cancel_order,es
मुझे,cancel_order,es
Anula la compra,cancel_order,es
Por favor cancela el producto,cancel_order,es
"Me equivoqué, cancela",cancel_order,es
Cancela mi pedido,cancel_order,es
No lo entregues,cancel_order,es
No lo entregues,cancel_order,es
Ya no lo quiero,cancel_order,es
Quiero cancelar esto,cancel_order,es
Detén el pedido,cancel_order,es
Detén el pedido,cancel_order,es
Cancélalo ahora,cancel_order,es
Cancela ese producto,cancel_order,es
No lo entregues,cancel_order,es
Detén el pedido,cancel_order,es
Por favor cancela el producto,cancel_order,es
"Me equivoqué, cancela",cancel_order,es
No lo entregues,cancel_order,es
No lo entregues,cancel_order,es
Cancela ese producto,cancel_order,es
No lo entregues,cancel_order,es
"Me equivoqué, cancela",cancel_order,es
No lo entregues,cancel_order,es
"Me equivoqué, cancela",cancel_order,es
Cancélalo ahora,cancel_order,es
Ya no lo quiero,cancel_order,es
Por favor cancela el producto,cancel_order,es
Cancela mi pedido,cancel_order,es
Cancélalo ahora,cancel_order,es
No lo entregues,cancel_order,es
Detén el pedido,cancel_order,es
Cancela ese producto,cancel_order,es
No lo entregues,cancel_order,es
Cancela mi pedido,cancel_order,es
Quiero cancelar esto,cancel_order,es
Cancela ese producto,cancel_order,es
Ya no lo quiero,cancel_order,es
Por favor cancela el producto,cancel_order,es
Cancela ese producto,cancel_order,es
Por favor cancela el producto,cancel_order,es
Por favor cancela el producto,cancel_order,es
Ya no lo quiero,cancel_order,es
Cancela ese producto,cancel_order,es
Ya no lo quiero,cancel_order,es
"Me equivoqué, cancela",cancel_order,es
Quiero cancelar esto,cancel_order,es
No lo entregues,cancel_order,es
Ya no lo quiero,cancel_order,es
Ya no lo quiero,cancel_order,es
Cancela mi pedido,cancel_order,es
No lo entregues,cancel_order,es
Quiero confirmar,confirm_order,es
Estoy bien con esta orden,confirm_order,es
Estoy bien con esta orden,confirm_order,es
Confirme ahora,confirm_order,es
Confirma mi orden,confirm_order,es
"Sí, adelante.",confirm_order,es
Quiero confirmar,confirm_order,es
Ponlo ahora,confirm_order,es
"Sí, adelante.",confirm_order,es
Quiero confirmar,confirm_order,es
Confirme ahora,confirm_order,es
"Sí, coloque la orden",confirm_order,es
Orden confirmada,confirm_order,es
Confirma mi orden,confirm_order,es
Quiero confirmar,confirm_order,es
"Sí, coloque la orden",confirm_order,es
"Sí, coloque la orden",confirm_order,es
"Sí, adelante.",confirm_order,es
Confirma mi orden,confirm_order,es
"Por favor, confirme la compra",confirm_order,es
Quiero confirmar,confirm_order,es
Confirma mi orden,confirm_order,es
Ponlo ahora,confirm_order,es
Orden confirmada,confirm_order,es
Confirme ahora,confirm_order,es
"Sí, adelante.",confirm_order,es
Ponlo ahora,confirm_order,es
"Sí, coloque la orden",confirm_order,es
Quiero confirmar,confirm_order,es
Confirme ahora,confirm_order,es
"Sí, adelante.",confirm_order,es
Quiero confirmar,confirm_order,es
Confirme ahora,confirm_order,es
"Sí, adelante.",confirm_order,es
"Por favor, confirme la compra",confirm_order,es
Ponlo ahora,confirm_order,es
Confirma mi orden,confirm_order,es
Aprobo esto.,confirm_order,es
Quiero confirmar,confirm_order,es
Estoy bien con esta orden,confirm_order,es
"Sí, coloque la orden",confirm_order,es
Estoy bien con esta orden,confirm_order,es
Quiero confirmar,confirm_order,es
Confirme ahora,confirm_order,es
"Por favor, confirme la compra",confirm_order,es
Aprobo esto.,confirm_order,es
Ponlo ahora,confirm_order,es
Estoy bien con esta orden,confirm_order,es
"Por favor, confirme la compra",confirm_order,es
"Sí, coloque la orden",confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
इस,confirm_order,es
इのें,confirm_order,es
इस,confirm_order,es
"непериный, ऑर",confirm_order,es
"непериный, ऑर",confirm_order,es
इस,confirm_order,es
इस,confirm_order,es
इのें,confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
ऑर,confirm_order,es
ऑरのडर,confirm_order,es
ऑरのडर,confirm_order,es
"непериный, ऑर",confirm_order,es
इस,confirm_order,es
मैногилиные нанное,confirm_order,es
इのें,confirm_order,es
ऑर,confirm_order,es
इस,confirm_order,es
ऑर,confirm_order,es
ऑरのडर,confirm_order,es
इस,confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
ऑरのडर,confirm_order,es
इस,confirm_order,es
"непериный, ऑर",confirm_order,es
ऑरのडर,confirm_order,es
मैногилиные нанное,confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
इस,confirm_order,es
"непериный, ऑर",confirm_order,es
ऑरのडर,confirm_order,es
ऑरのडर,confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
मैногилиные нанное,confirm_order,es
मेरのऑर,confirm_order,es
इस,confirm_order,es
इのें,confirm_order,es
मैногилиные нанное,confirm_order,es
इस,confirm_order,es
मैноленных ्ченныхныхинанины,confirm_order,es
इस,confirm_order,es
ह,confirm_order,es
इस,confirm_order,es
मेरのऑर,confirm_order,es
ऑर,confirm_order,es
इस,confirm_order,es
मैногилиные нанное,confirm_order,es
Por favor confirma la compra,confirm_order,es
Pedido confirmado,confirm_order,es
"Sí, adelante",confirm_order,es
"Sí, adelante",confirm_order,es
"Sí, no es el pedido.",confirm_order,es
Por favor confirma la compra,confirm_order,es
"Sí, no es el pedido.",confirm_order,es
Por favor confirma la compra,confirm_order,es
Pedido confirmado,confirm_order,es
"Sí, adelante",confirm_order,es
"Sí, no es el pedido.",confirm_order,es
Por favor confirma la compra,confirm_order,es
"Sí, adelante",confirm_order,es
Estoy de acuerdo con esto,confirm_order,es
Por favor confirma la compra,confirm_order,es
Confirma mi pedido,confirm_order,es
Lo apruebo,confirm_order,es
Por favor confirma la compra,confirm_order,es
"Sí, adelante",confirm_order,es
Pedido confirmado,confirm_order,es
"Sí, adelante",confirm_order,es
"Sí, no es el pedido.",confirm_order,es
Confírmalo ahora,confirm_order,es
Quiero confirmar,confirm_order,es
Confirma mi pedido,confirm_order,es
Pedido confirmado,confirm_order,es
Confírmalo ahora,confirm_order,es
Por favor confirma la compra,confirm_order,es
"Sí, no es el pedido.",confirm_order,es
"Sí, adelante",confirm_order,es
Hazlo ya.,confirm_order,es
Pedido confirmado,confirm_order,es
Por favor confirma la compra,confirm_order,es
Estoy de acuerdo con esto,confirm_order,es
"Sí, adelante",confirm_order,es
Confírmalo ahora,confirm_order,es
Confírmalo ahora,confirm_order,es
"Sí, adelante",confirm_order,es
"Sí, adelante",confirm_order,es
"Sí, no es el pedido.",confirm_order,es
"Sí, no es el pedido.",confirm_order,es
Quiero confirmar,confirm_order,es
Confirma mi pedido,confirm_order,es
Confírmalo ahora,confirm_order,es
Estoy de acuerdo con esto,confirm_order,es
Por favor confirma la compra,confirm_order,es
Pedido confirmado,confirm_order,es
Pedido confirmado,confirm_order,es
Por favor confirma la compra,confirm_order,es
"Sí, no es el pedido.",confirm_order,es
¿Viene?,order_status,es
Actualización de entrega por favor,order_status,es
¿Lo entregaron?,order_status,es
¿Estado del pedido?,order_status,es
¿Qué pasa con mi orden?,order_status,es
¿Viene?,order_status,es
Revisa mi orden,order_status,es
¿Dónde está mi orden?,order_status,es
¿Dónde está mi orden?,order_status,es
¿Dónde está mi orden?,order_status,es
¿Lo entregaron?,order_status,es
Mostrar estado,order_status,es
Seguimiento de mi entrega,order_status,es
¿Lo entregaron?,order_status,es
¿Lo entregaron?,order_status,es
¿Dónde está mi orden?,order_status,es
¿Estado del pedido?,order_status,es
¿Lo entregaron?,order_status,es
Actualización de entrega por favor,order_status,es
¿Qué pasa con mi orden?,order_status,es
Mostrar estado,order_status,es
Seguimiento de mi entrega,order_status,es
¿Dónde está mi orden?,order_status,es
Actualización de entrega por favor,order_status,es
Actualización de entrega por favor,order_status,es
¿Viene?,order_status,es
Mostrar estado,order_status,es
Actualización de entrega por favor,order_status,es
Actualización de entrega por favor,order_status,es
¿Viene?,order_status,es
Revisa mi orden,order_status,es
Mostrar estado,order_status,es
Actualización de entrega por favor,order_status,es
Revisa mi orden,order_status,es
Actualización de entrega por favor,order_status,es
¿Dónde está mi orden?,order_status,es
¿Se ha enviado?,order_status,es
¿Se ha enviado?,order_status,es
¿Lo entregaron?,order_status,es
¿Estado del pedido?,order_status,es
¿Qué pasa con mi orden?,order_status,es
¿Viene?,order_status,es
¿Se ha enviado?,order_status,es
¿Dónde está mi orden?,order_status,es
¿Estado del pedido?,order_status,es
¿Estado del pedido?,order_status,es
Actualización de entrega por favor,order_status,es
Seguimiento de mi entrega,order_status,es
Actualización de entrega por favor,order_status,es
Revisa mi orden,order_status,es
ऑर,order_status,es
ऑर,order_status,es
¿Qué?,order_status,es
मेर,order_status,es
मेर,order_status,es
ऑर,order_status,es
मेर,order_status,es
¿Qué?,order_status,es
ड,order_status,es
ड,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
Праничны пеный,order_status,es
Праничны пеный,order_status,es
¿Tienen miedo?,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
ऑर,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
ऑर,order_status,es
ऑर,order_status,es
Праничны пеный,order_status,es
¿Qué?,order_status,es
Праничны пеный,order_status,es
¿Tienen miedo?,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
मेर,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
Праничны пеный,order_status,es
¿Tienen miedo?,order_status,es
¿Tienen miedo?,order_status,es
¿Tienen miedo?,order_status,es
¿Qué?,order_status,es
ऑर,order_status,es
¿Tienen miedo?,order_status,es
¿Tienen miedo?,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
ऑर,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
¿Qué?,order_status,es
Праничны пеный,order_status,es
ड,order_status,es
¿Qué? ¿Estado del pedido?,order_status,es
¿Qué? ¿Estado del pedido?,order_status,es
Muestra el estado,order_status,es
Rastrea mi entrega,order_status,es
Actualización de entrega,order_status,es
¿Fue enviado?,order_status,es
¿Qué? ¿Se entregó?,order_status,es
¿Qué? ¿Estado del pedido?,order_status,es
¿Qué? ¿Dónde está mi pedido?,order_status,es
Verifica mi pedido,order_status,es
¿Qué? ¿Qué pasa con mi pedido?,order_status,es
¿Qué? ¿Estado del pedido?,order_status,es
¿Fue enviado?,order_status,es
Rastrea mi entrega,order_status,es
Rastrea mi entrega,order_status,es
Rastrea mi entrega,order_status,es
¿Qué? ¿Qué pasa con mi pedido?,order_status,es
¿Qué? ¿Qué pasa con mi pedido?,order_status,es
¿Qué? ¿Se entregó?,order_status,es
¿Qué? ¿Está en camino?,order_status,es
Verifica mi pedido,order_status,es
¿Qué? ¿Está en camino?,order_status,es
Verifica mi pedido,order_status,es
Rastrea mi entrega,order_status,es
¿Qué? ¿Dónde está mi pedido?,order_status,es
¿Qué? ¿Se entregó?,order_status,es
¿Qué? ¿Qué pasa con mi pedido?,order_status,es
¿Qué? ¿Se entregó?,order_status,es
Verifica mi pedido,order_status,es
¿Qué? ¿Se entregó?,order_status,es
Rastrea mi entrega,order_status,es
Muestra el estado,order_status,es
Actualización de entrega,order_status,es
¿Qué? ¿Está en camino?,order_status,es
¿Fue enviado?,order_status,es
¿Qué? ¿Dónde está mi pedido?,order_status,es
Muestra el estado,order_status,es
¿Fue enviado?,order_status,es
Verifica mi pedido,order_status,es
¿Qué? ¿Está en camino?,order_status,es
¿Fue enviado?,order_status,es
Verifica mi pedido,order_status,es
¿Qué? ¿Se entregó?,order_status,es
¿Qué? ¿Estado del pedido?,order_status,es
Verifica mi pedido,order_status,es
Verifica mi pedido,order_status,es
Actualización de entrega,order_status,es
Rastrea mi entrega,order_status,es
Muestra el estado,order_status,es
Rastrea mi entrega,order_status,es
Cambiar la ubicación,change_address,es
Cambiar la información de envío,change_address,es
Necesito actualizar mi dirección de entrega,change_address,es
"Me mudé, dirección de actualización",change_address,es
Corregir mi dirección,change_address,es
"Me mudé, dirección de actualización",change_address,es
Necesito actualizar mi dirección de entrega,change_address,es
Cambiar la información de envío,change_address,es
Cambiar la ubicación,change_address,es
Cambiar la ubicación,change_address,es
Editar mi dirección,change_address,es
"Me mudé, dirección de actualización",change_address,es
Actualizar mi ubicación,change_address,es
Editar mi dirección,change_address,es
Actualizar mi ubicación,change_address,es
Corregir mi dirección,change_address,es
Corregir mi dirección,change_address,es
Actualizar mi ubicación,change_address,es
Cambiar la ubicación,change_address,es
Corregir mi dirección,change_address,es
Cambiar la información de envío,change_address,es
Cambiar la información de envío,change_address,es
Corregir mi dirección,change_address,es
Necesito actualizar mi dirección de entrega,change_address,es
Cambiar la información de envío,change_address,es
"Me mudé, dirección de actualización",change_address,es
"Me mudé, dirección de actualización",change_address,es
Cambiar la ubicación,change_address,es
